pair_id,has_complete_pdb_pair,has_complete_svg_pair,pdb_path_a,svg_path_a,compound_name_a,atom_count_a,heavy_atom_count_a,element_counts_a,pdb_path_b,svg_path_b,compound_name_b,atom_count_b,heavy_atom_count_b,element_counts_b,atom_count_delta,heavy_atom_count_delta
039,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_039a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_039a.svg,molecule_039a_5,31,19,"{""C"": 15, ""H"": 12, ""N"": 2, ""O"": 2}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_039b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_039b.svg,molecule_039b,22,10,"{""C"": 8, ""H"": 12, ""N"": 2}",-9,-9
040,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_040a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_040a.svg,molecule_040a_5,34,16,"{""C"": 11, ""H"": 18, ""N"": 2, ""O"": 3}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_040b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_040b.svg,molecule_040b,29,15,"{""C"": 10, ""H"": 14, ""N"": 2, ""O"": 3}",-5,-1
041,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_041a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_041a.svg,molecule_041a_165,44,22,"{""C"": 18, ""H"": 22, ""O"": 4}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_041b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_041b.svg,molecule_041b,29,16,"{""C"": 10, ""H"": 13, ""N"": 2, ""O"": 4}",-15,-6
042,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_042a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_042a.svg,molecule_042a_3,30,15,"{""C"": 8, ""H"": 15, ""N"": 1, ""O"": 6}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_042b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_042b.svg,molecule_042b,33,18,"{""C"": 8, ""H"": 15, ""N"": 3, ""O"": 7}",3,3
043,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_043a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_043a.svg,molecule_043a_0,25,15,"{""C"": 9, ""CL"": 2, ""H"": 10, ""N"": 3, ""O"": 1}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_043b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_043b.svg,molecule_043b,40,24,"{""C"": 16, ""CL"": 1, ""H"": 16, ""N"": 3, ""O"": 3, ""S"": 1}",15,9
044,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_044a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_044a.svg,molecule_044a_0,48,22,"{""C"": 20, ""H"": 26, ""O"": 2}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_044b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_044b.svg,molecule_044b,57,25,"{""C"": 22, ""H"": 32, ""O"": 3}",9,3
045,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_045a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_045a.svg,molecule_045a_8,23,14,"{""C"": 8, ""H"": 9, ""N"": 2, ""O"": 4}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_045b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_045b.svg,molecule_045b,47,23,"{""C"": 18, ""H"": 24, ""N"": 1, ""O"": 4}",24,9
046,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_046a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_046a.svg,molecule_046a_7,31,16,"{""C"": 14, ""H"": 15, ""N"": 2}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_046b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_046b.svg,molecule_046b,25,12,"{""C"": 10, ""H"": 13, ""N"": 2}",-6,-4
047,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_047a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_047a.svg,molecule_047a_7,41,23,"{""C"": 16, ""F"": 1, ""H"": 18, ""N"": 3, ""O"": 3}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_047b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_047b.svg,molecule_047b,45,30,"{""C"": 20, ""F"": 3, ""H"": 15, ""N"": 4, ""O"": 3}",4,7
048,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_048a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_048a.svg,molecule_048a_2,17,10,"{""C"": 7, ""H"": 7, ""N"": 1, ""O"": 2}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_048b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_048b.svg,molecule_048b,15,10,"{""C"": 7, ""H"": 5, ""O"": 3}",-2,0
049,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_049a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_049a.svg,molecule_049a_3,29,19,"{""C"": 14, ""CL"": 2, ""H"": 10, ""N"": 1, ""O"": 2}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_049b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_049b.svg,molecule_049b,25,16,"{""C"": 12, ""H"": 9, ""N"": 3, ""O"": 1}",-4,-3
050,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_050a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_050a.svg,molecule_050a_0,25,14,"{""C"": 11, ""H"": 11, ""N"": 1, ""O"": 2}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_050b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_050b.svg,molecule_050b,32,19,"{""C"": 16, ""H"": 13, ""O"": 3}",7,5
051,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_051a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_051a.svg,molecule_051a_56,46,27,"{""C"": 18, ""H"": 19, ""N"": 3, ""O"": 5, ""S"": 1}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_051b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_051b.svg,molecule_051b,42,25,"{""C"": 16, ""H"": 17, ""N"": 3, ""O"": 5, ""S"": 1}",-4,-2
052,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_052a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_052a.svg,molecule_052a_33,33,17,"{""C"": 13, ""H"": 16, ""N"": 2, ""O"": 2}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_052b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_052b.svg,molecule_052b,42,20,"{""C"": 14, ""H"": 22, ""N"": 3, ""O"": 2, ""S"": 1}",9,3
053,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_053a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_053a.svg,molecule_053a_162,62,30,"{""C"": 23, ""H"": 32, ""N"": 2, ""O"": 5}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_053b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_053b.svg,molecule_053b,55,29,"{""C"": 24, ""H"": 26, ""N"": 1, ""O"": 4}",-7,-1
054,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_054a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_054a.svg,molecule_054a_3,35,25,"{""C"": 19, ""H"": 10, ""O"": 6}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_054b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_054b.svg,molecule_054b,38,23,"{""C"": 19, ""H"": 15, ""O"": 4}",3,-2
055,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_055a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_055a.svg,molecule_055a_0,33,20,"{""C"": 16, ""CL"": 1, ""H"": 13, ""N"": 2, ""O"": 1}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_055b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_055b.svg,molecule_055b,44,23,"{""C"": 18, ""CL"": 1, ""H"": 21, ""N"": 4}",11,3
056,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_056a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_056a.svg,molecule_056a_0,55,25,"{""C"": 22, ""H"": 30, ""O"": 3}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_056b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_056b.svg,molecule_056b,56,26,"{""C"": 21, ""H"": 30, ""O"": 5}",1,1
057,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_057a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_057a.svg,molecule_057a_0,44,20,"{""C"": 18, ""H"": 24, ""O"": 2}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_057b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_057b.svg,molecule_057b,45,21,"{""C"": 18, ""H"": 24, ""O"": 3}",1,1
058,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_058a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_058a.svg,molecule_058a_0,62,32,"{""C"": 24, ""F"": 2, ""H"": 30, ""O"": 6}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_058b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_058b.svg,molecule_058b,62,31,"{""C"": 24, ""F"": 1, ""H"": 31, ""O"": 6}",0,-1
059,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_059a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_059a.svg,molecule_059a_47,48,22,"{""C"": 17, ""H"": 26, ""N"": 3, ""O"": 2}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_059b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_059b.svg,molecule_059b,27,12,"{""C"": 6, ""H"": 15, ""N"": 4, ""O"": 2}",-21,-10
060,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_060a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_060a.svg,molecule_060a_23,39,19,"{""BR"": 1, ""C"": 16, ""H"": 20, ""N"": 2}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_060b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_060b.svg,molecule_060b,40,20,"{""C"": 16, ""CL"": 1, ""H"": 20, ""N"": 2, ""O"": 1}",1,1
061,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_061a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_061a.svg,molecule_061a_3,31,21,"{""C"": 15, ""CL"": 2, ""H"": 10, ""N"": 2, ""O"": 2}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_061b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_061b.svg,molecule_061b,42,22,"{""C"": 17, ""H"": 20, ""N"": 1, ""O"": 4}",11,1
062,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_062a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_062a.svg,molecule_062a_3,23,12,"{""C"": 9, ""H"": 11, ""N"": 1, ""O"": 2}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_062b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_062b.svg,molecule_062b,32,15,"{""C"": 13, ""H"": 17, ""O"": 2}",9,3
063,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_063a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_063a.svg,molecule_063a_15,25,10,"{""C"": 6, ""H"": 15, ""N"": 2, ""O"": 2}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_063b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_063b.svg,molecule_063b,24,16,"{""C"": 10, ""CL"": 2, ""H"": 8, ""N"": 3, ""O"": 1}",-1,6
064,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_064a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_064a.svg,molecule_064a_1,15,10,"{""C"": 7, ""H"": 5, ""O"": 3}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_064b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_064b.svg,molecule_064b,21,13,"{""C"": 11, ""H"": 8, ""O"": 2}",6,3
065,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_065a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_065a.svg,molecule_065a_0,56,27,"{""C"": 22, ""F"": 1, ""H"": 29, ""O"": 4}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_065b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_065b.svg,molecule_065b,57,28,"{""C"": 22, ""F"": 1, ""H"": 29, ""O"": 5}",1,1
066,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_066a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_066a.svg,molecule_066a_16,46,29,"{""C"": 19, ""CL"": 1, ""H"": 17, ""N"": 3, ""O"": 5, ""S"": 1}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_066b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_066b.svg,molecule_066b,46,30,"{""C"": 19, ""CL"": 2, ""H"": 16, ""N"": 3, ""O"": 5, ""S"": 1}",0,1
067,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_067a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_067a.svg,molecule_067a_0,45,23,"{""C"": 18, ""H"": 22, ""N"": 1, ""O"": 4}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_067b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_067b.svg,molecule_067b,44,22,"{""C"": 18, ""H"": 22, ""N"": 1, ""O"": 3}",-1,-1
068,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_068a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_068a.svg,molecule_068a_0,62,30,"{""C"": 24, ""H"": 32, ""O"": 6}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_068b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_068b.svg,molecule_068b,54,26,"{""C"": 21, ""H"": 28, ""O"": 5}",-8,-4
069,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_069a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_069a.svg,molecule_069a_125,58,26,"{""C"": 22, ""H"": 32, ""N"": 1, ""O"": 3}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_069b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_069b.svg,molecule_069b,47,21,"{""C"": 17, ""H"": 26, ""N"": 1, ""O"": 3}",-11,-5
070,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_070a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_070a.svg,molecule_070a_48,35,21,"{""C"": 12, ""H"": 14, ""N"": 4, ""O"": 4, ""S"": 1}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_070b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_070b.svg,molecule_070b,35,18,"{""C"": 12, ""H"": 17, ""N"": 4, ""O"": 1, ""S"": 1}",0,-3
071,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_071a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_071a.svg,molecule_071a_181,52,22,"{""C"": 18, ""H"": 30, ""N"": 1, ""O"": 3}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_071b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_071b.svg,molecule_071b,45,19,"{""C"": 15, ""H"": 26, ""N"": 1, ""O"": 3}",-7,-3
072,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_072a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_072a.svg,molecule_072a_3,47,28,"{""C"": 19, ""H"": 19, ""N"": 3, ""O"": 6}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_072b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_072b.svg,molecule_072b,43,25,"{""C"": 17, ""H"": 18, ""N"": 2, ""O"": 6}",-4,-3
073,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_073a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_073a.svg,molecule_073a_1,20,11,"{""C"": 6, ""H"": 9, ""N"": 3, ""O"": 2}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_073b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_073b.svg,molecule_073b,27,11,"{""C"": 10, ""H"": 16, ""N"": 1}",7,0
074,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_074a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_074a.svg,molecule_074a_15,20,11,"{""C"": 6, ""H"": 9, ""N"": 3, ""O"": 2}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_074b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_074b.svg,molecule_074b,23,12,"{""C"": 8, ""H"": 11, ""N"": 1, ""O"": 3}",3,1
075,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_075a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_075a.svg,molecule_075a_46,61,31,"{""C"": 22, ""H"": 30, ""N"": 2, ""O"": 5, ""S"": 2}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_075b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_075b.svg,molecule_075b,55,27,"{""C"": 20, ""H"": 28, ""N"": 2, ""O"": 5}",-6,-4
076,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_076a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_076a.svg,molecule_076a_16,54,28,"{""C"": 22, ""H"": 26, ""N"": 2, ""O"": 4}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_076b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_076b.svg,molecule_076b,47,22,"{""C"": 20, ""H"": 25, ""N"": 2}",-7,-6
077,True,True,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_077a.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_077a.svg,molecule_077a_1,44,21,"{""C"": 18, ""H"": 23, ""N"": 2, ""S"": 1}",/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/conformers_3D/best_rocs_conformer_077b.pdb,/Users/ismailcherkaouiaadil/Downloads/dataset_Similarity_Prediction/original_training_set/images_2D/image_molecule_077b.svg,molecule_077b,48,23,"{""C"": 19, ""H"": 25, ""N"": 2, ""O"": 1, ""S"": 1}",4,2
